y X_1 X_2 X_3 X_4 X_5 X_6 X_7 X_8
1 1 0.398 1.199 -0.286 -1.423 -0.864 0.976 1.064
1 1 -0.896 2.037 0.183 -0.493 -1.408 1.392 0.824
1 1 -0.423 0.449 1.153 0.532 2.048 3.966 -0.883
0 1 0.493 -0.127 -1.18 -0.301 -1.004 -1.905 2.072
0 1 0.5 -0.463 -0.77 -0.66 -0.591 -0.942 0.42
1 1 -0.089 -0.404 1.164 -0.39 0.516 -0.014 1.496
0 1 0.441 0.714 -1.123 0.001 -1.145 -0.882 -0.864
0 1 1.284 -1.081 -1.358 0.051 -1.17 0.597 0.669
1 1 -0.458 -0.271 -0.058 0.256 0.679 1.083 -0.666
0 1 0.104 0.825 -0.07 -0.804 -0.156 -1.374 0.533
0 1 0.11 -0.622 0.861 0.205 0.042 -1.504 0.995
0 1 -0.139 -0.604 0.307 -1.997 -0.276 0.863 0.278
0 1 1.059 -0.33 -2.233 -0.261 -1.419 -1.47 0.256
0 1 1.701 0.994 -0.491 0.339 -1.377 -0.387 0.014
0 1 -0.815 1.542 -0.459 0.076 -0.139 -1.301 -2.263
0 1 -2.044 -0.124 -0.989 -0.995 -0.594 -0.242 -1.292
1 1 1.634 -0.926 0.054 0.767 -1.419 -0.772 -0.091
1 1 0.369 -1.358 -0.014 0.449 -0.344 0.252 1.275
1 1 0.878 -0.01 -1.861 1.759 -0.316 0.55 1.1
0 1 0.442 -0.66 0.626 -0.774 0.375 0.216 -0.078
0 1 -0.143 -0.116 -1.91 -0.401 -0.375 0.796 0.383
1 1 0.088 -0.266 -0.086 -0.148 -1.343 0.646 0.423
1 1 0.86 0.665 0.409 -1.02 -2.048 0.458 1.444
0 1 0.807 -0.486 -0.335 0.819 1.091 -0.523 -1.53
0 1 0.82 0.447 -0.702 0.595 1.501 -0.762 -2.785
0 1 0.105 -0.522 -0.322 1.259 -0.485 -0.112 -0.045
1 1 0.666 -0.523 0.126 0.424 0.265 -0.415 1.356
1 1 -0.81 0.862 1.294 -0.921 -0.417 0.52 0.095
0 1 0.53 -0.211 0.919 -0.201 0.03 -2.244 -0.066
1 1 0.204 -0.974 -0.268 1.067 0.917 0.815 0.194
1 1 -1.497 1.833 -1.458 -0.94 -0.308 1.161 0.003
0 1 1.191 0.524 -0.158 -0.096 1.159 0.29 -0.437
0 1 1.434 0.011 -0.053 0.753 -1.16 -0.949 -0.2
0 1 0.135 -0.518 -0.573 -1.038 -0.568 -0.244 0.756
0 1 0.279 -0.155 -0.737 0.205 0.946 -1.337 0.356
1 1 1.452 1.412 1.591 1.421 -0.763 1.852 0.799
0 1 -0.975 2.317 -1.202 -0.7 1.141 -1.053 -1.401
0 1 -1.093 0.258 0.884 -1.051 -0.762 -0.141 -2.085
0 1 -1.348 0.342 -1.54 -0.164 1.87 0.469 1.111
0 1 1.401 0.295 -1.38 1.14 -0.925 -0.132 0.323
0 1 0.111 -0.261 0.295 0.446 0.586 -1.37 -0.351
0 1 1.318 -0.074 -0.25 -0.152 -0.198 -0.478 0.637
0 1 -0.12 0.275 1.501 -0.238 -0.301 -2.388 -1.722
0 1 1.466 -0.446 0.347 -1.597 0.673 -0.41 0.032
1 1 -0.929 -0.322 1.156 1.413 0.663 0.729 0.731
0 1 0.78 -0.816 -0.196 0.169 0.292 -0.883 -0.182
1 1 -0.013 -2.023 2.708 0.73 -0.24 0.233 -0.982
1 1 -1.458 -0.079 2.059 -0.826 0.006 1.615 0.784
0 1 0.79 1.818 0.303 -0.368 0.249 -0.569 0.81
0 1 0.046 0.832 -0.013 -1.469 -1.256 0.369 0.178
1 1 -0.71 0.461 0.439 -0.585 -1.026 0.949 1.375
0 1 -0.707 -1.265 0.184 0.602 1.198 -0.291 0.31
0 1 0.051 -0.142 -1.309 0.087 -2.688 -1.034 -1.521
1 1 -1.021 -1.155 -1.49 1.33 2.08 1.423 0.322
1 1 0.331 -0.132 0.148 0.533 -0.998 2.177 1.267
0 1 -0.187 -0.496 -0.075 -0.039 -0.793 -0.44 -1.148
1 1 -0.508 0.441 0.493 -0.087 1.643 1.382 0.141
1 1 0.355 -0.342 0.53 0.382 -0.991 1.88 -0.591
1 1 -0.195 0.256 1.483 0.437 0.424 -0.631 -1.352
1 1 -0.079 -0.582 1.081 -0.457 -0.59 -0.885 -0.511
0 1 -0.461 0.672 -0.309 0.246 1.103 -2.568 -1.479
1 1 0.514 1.183 -0.572 -0.885 0.77 1.552 0.222
1 1 0.871 -0.396 0.469 1.909 0.587 1.624 -1.189
0 1 1.281 -0.733 -0.749 0.742 0.673 -1.117 -1.74
1 1 0.33 0.595 0.407 0.176 1.148 0.407 -1.091
0 1 -0.902 -0.416 0.075 -0.097 0.187 -1.041 0.836
1 1 -1.167 2.229 1.733 0.131 -0.79 0.897 1.369
0 1 -0.247 -0.359 0.461 -0.973 -0.268 -0.642 -0.778
0 1 1.336 -0.07 -0.266 0.594 0.232 -0.352 -0.443
1 1 0.574 -1.375 0.716 -0.262 0.972 1.537 1.932
1 1 -1.169 -0.375 1.354 0.977 -1.539 1.957 -2.118
0 1 -0.673 -0.933 0.471 -0.012 1.835 -0.793 0.408
0 1 -0.74 0.296 0.562 -0.152 0.585 -1.213 -1.29
1 1 -0.664 0.083 -0.74 2.112 1.594 0.46 1.815
0 1 -0.794 -1.231 -1.307 -0.437 -0.636 0.611 0.626
1 1 0.209 -2.185 0.853 1.9 0.783 -0.057 -0.793
0 1 0.244 -0.361 0.186 -1.397 0.592 -0.312 -0.348
0 1 0.324 2.265 -0.335 -1.137 1.121 0.553 -0.835
1 1 0.589 1.872 -0.769 -0.038 0.384 0.556 0.928
0 1 0.31 -0.801 -2.666 -0.587 -0.011 0.776 -0.846
1 1 -0.956 0.888 -0.575 0.684 1.03 1.664 -0.296
1 1 -0.407 -0.911 0.973 -0.08 0.09 -0.589 2.117
0 1 0.168 0.063 -0.669 -0.267 -0.002 0.067 -1.004
1 1 0.861 -2.342 -1.037 0.142 -0.669 1.395 0.706
0 1 0.595 -0.905 -0.728 -0.316 0.785 -2.628 -0.614
1 1 -1.822 -0.272 0 1.098 -0.362 2.233 0.987
1 1 -0.161 0.903 -0.857 0.024 -0.779 0.533 2.054
1 1 0.408 -0.988 -0.09 -1.245 -0.817 2.362 0.083
1 1 -0.942 0.227 0.272 0.285 1.514 -0.078 0.759
1 1 0.311 -0.4 1.057 0.585 0.216 1.799 0.035
0 1 0.051 -1.01 0.325 -1.835 0.221 -0.279 2.104
0 1 0.887 0.208 -0.623 -0.607 0.182 0.208 0.467
1 1 0.468 -0.163 0.501 1.478 -0.065 1.381 0.207
0 1 -0.426 0.809 -1.047 -0.836 -1.693 0.265 -0.882
1 1 0.847 1.251 0.539 1.283 -0.578 1.322 1.013
1 1 -1.974 -0.705 -0.647 1.008 -1.455 -0.244 -0.959
0 1 -0.531 0.394 -1.072 1.118 0.701 -0.42 -0.01
1 1 -0.079 1.289 0.773 -0.047 -0.432 0.529 2.004
0 1 -0.701 0.772 0.663 -1.077 2.373 -1.542 -0.047
1 1 0.278 -0.229 0.527 0.418 -2.369 -1.423 1.672
1 1 0.141 2.059 -0.269 0.749 0.456 0.304 1.792
0 1 2.117 0.506 -0.527 -1.42 -0.145 -0.348 0.547
1 1 0.363 1.237 -0.07 -0.255 -1.288 -0.539 0.683
0 1 1.202 1.358 -0.019 -0.18 -0.475 -1.133 0.649
1 1 -2.594 0.986 1.043 0.153 1.823 -0.563 0.48
1 1 -0.677 -1.242 0.623 0.438 -2.124 0.31 1.385
1 1 -0.681 -0.556 -0.78 -0.747 -1.122 1.118 0.488
0 1 -0.216 0.211 -0.227 0.868 2.08 -0.334 0.007
0 1 0.49 0.082 0.52 -0.05 -1.248 -0.205 -1.203
1 1 0.283 0.619 2.179 0.029 0.061 -0.404 0.719
0 1 1.384 -0.337 -1.96 -0.022 -0.928 0.252 -0.823
1 1 -1.834 0.66 2.22 -0.25 0.922 0.102 0.418
1 1 1.079 1.187 -0.561 -0.538 -0.832 1.119 -0.406
1 1 -0.499 1.821 1.242 -0.401 0.943 1.613 0.852
0 1 1.38 -2.12 -0.544 1.404 1.57 -1.584 -0.834
0 1 2.241 -0.396 -0.349 -0.653 -1.887 0.632 -1.126
1 1 1.364 0.12 0.196 -1.506 -0.389 0.725 0.477
1 1 0.859 -0.155 1.016 1.2 -0.184 -0.218 -1.014
0 1 -0.452 0.201 -0.454 -0.138 0.021 -0.856 0.356
1 1 0.724 -1.142 -0.125 0.209 0.147 1.542 -2.102
1 1 0.88 0.749 -1.013 -0.28 -0.831 2.045 2.264
0 1 -1.83 0.217 0.324 -1.929 0.207 0.096 1.207
1 1 1.691 2.329 1.299 0.177 -0.455 0.016 1.749
0 1 0.802 1.165 -0.146 1.048 -0.315 -2.006 -1.363
1 1 -1.676 0.822 0.044 2.264 0.365 -1.559 -0.189
1 1 -0.349 0.414 1.438 0.202 -0.632 -0.858 1.672
0 1 0.158 0.141 -0.919 -0.95 2.431 -0.434 0.326
0 1 -1.969 -0.943 -0.782 -0.567 1.287 -0.831 -0.307
1 1 -0.589 2.65 -0.423 1.993 -1.109 0.724 0.262
0 1 -0.653 0.036 2.983 -2.134 1.187 -1.143 -0.847
1 1 0.462 -1.239 -0.03 -0.902 1.404 0.314 0.693
1 1 -0.451 0.534 1.319 0.241 -0.231 -1.202 1.382
1 1 -1.021 0.58 0.628 -0.515 0.243 0.024 1.715
1 1 0.86 -0.508 -0.439 0.526 0.558 1.435 0.645
0 1 1.525 -0.772 -1.133 0.065 2.981 -0.381 -0.602
0 1 0.11 1.366 0.467 -0.329 -0.639 -1.403 0.06
0 1 -1.309 -0.122 0.166 -0.806 0.507 -0.962 0.146
0 1 1.265 -1.278 0.441 -0.332 2.27 -1.843 -0.571
1 1 0.722 -1.061 -0.067 1.516 0.571 0.091 1.394
1 1 -1.199 -1.436 0.256 0.257 1.762 1.592 1.547
1 1 -1.342 1.528 0.91 -0.935 -0.627 -0.898 -0.535
1 1 1.741 0.168 -0.608 -0.309 -3.608 0.982 0.932
1 1 -1.905 -0.266 0.748 1.618 -1.743 0.143 -0.442
1 1 -0.721 -2.834 -0.328 2.632 -0.43 1.34 -0.058
1 1 -2.201 0.465 -0.422 -0.407 -0.632 0.411 0.588
0 1 0.331 0.337 1.568 -1.135 -0.105 -0.201 0.026
1 1 -0.548 1.079 0.745 0.99 -0.224 0.19 1.013
1 1 0.533 -0.084 0.421 -0.476 -0.833 0.199 -0.732
1 1 -1.745 0.305 -1.423 0.282 -0.293 2.006 -0.374
1 1 -0.289 -1.209 1.61 1.66 0.037 0.55 -0.264
1 1 -0.389 -0.444 -0.272 -0.667 -0.193 0.207 1.549
1 1 1.416 -1.743 -1.301 0.81 -1.955 0.427 1.444
0 1 1.297 -0.234 0.861 -0.739 2.082 0.206 -0.48
1 1 0.491 0.761 0.497 0.409 0.034 1.092 -0.161
1 1 0.162 -0.145 -0.46 0.321 -1.424 1.786 -0.558
0 1 -0.359 0.364 0.154 0.376 -0.525 -1.566 -0.06
0 1 -0.065 1.095 -2.051 0.713 0.689 -0.326 1.001
1 1 0.03 0.472 1.17 -0.692 -0.582 0.421 -1.283
0 1 1.591 0.753 -1.365 -0.062 0.711 -0.213 0.748
1 1 -1.118 -1.354 -0.362 1.167 -0.265 -0.161 -0.171
1 1 0.873 -0.504 0.017 0.415 -0.63 0.93 2.51
1 1 -1.447 0.181 -0.59 0.071 1.594 0.84 1.049
0 1 1.921 1.48 -0.187 0.646 -1.579 -1.141 1.086
1 1 -0.69 -0.933 0.391 0.68 0.071 -1.047 0.619
1 1 -1.625 0.428 1.078 1.013 -0.083 -0.714 0.261
1 1 -0.691 0.527 0.957 0.468 -0.339 -0.36 0.669
0 1 -0.816 1.586 -1.205 -1.828 -0.665 -0.011 0.108
0 1 2.175 -1.148 1.003 -1.492 0.962 -1.472 1.532
0 1 0.713 -2.59 -0.89 0.342 0.038 -1.231 0.517
1 1 1.031 -1.569 0.468 -0.104 -1.152 -0.038 1.225
1 1 1.034 -0.334 0.726 1.502 -0.1 0.466 -1.62
0 1 1.423 0.994 -1.923 0.748 -0.194 0.073 -0.657
1 1 -1.054 -0.432 1.274 -0.506 -1.114 -2.035 0.765
1 1 -2.31 -0.77 0.53 0.122 -1.178 -0.794 -0.403
0 1 -0.532 1.547 0.02 -0.984 -0.059 -0.558 0.651
0 1 1.967 -0.166 -1.335 -1.612 -0.656 -1.684 1.096
1 1 -1.123 -0.106 -1.196 2.197 0.394 0.589 -0.201
0 1 -0.671 -0.28 -2.002 -0.866 -1.702 0.576 -0.633
0 1 -0.869 -0.595 -0.842 0.365 0.15 -0.928 0.683
0 1 1.447 0.777 -1.644 -0.052 0.894 -0.778 -0.558
0 1 -0.141 0.589 -1.074 -0.688 0.852 0.102 0.174
0 1 1.078 -1.924 0.529 -0.188 0.168 -0.835 0.209
0 1 -1.125 1.56 1.445 -0.594 -0.377 -0.766 -1.339
0 1 0.762 -1.786 0.498 -1.158 1.046 -0.798 2.614
1 1 0.007 0.034 1.024 -0.158 0.872 0.123 0.132
1 1 -1.633 1.367 -1.427 -0.494 -1.055 1.265 -0.348
0 1 1.37 1.173 -0.282 -0.78 1.918 -1.521 0.257
1 1 -0.593 0.389 -0.143 0.248 -0.186 1.004 -1.929
1 1 0.141 -0.019 -0.843 0.828 -1.331 2.345 -1.069
0 1 0.141 -0.278 -0.987 -0.738 -1.388 -0.092 -1.165
0 1 -0.599 0.886 -0.948 -1.834 0.429 -0.79 0.895
1 1 1.649 -0.014 1.619 1.28 -1.941 0.992 2.053
1 1 -0.165 0.201 0.529 -1.073 -0.207 1.395 0.991
0 1 -0.48 -0.39 -1.661 1.635 -0.664 -2.6 -0.314
1 1 -0.86 -0.041 -0.691 -0.147 1.604 -0.002 2.29
0 1 -0.503 0.947 -0.464 -0.384 0.669 0.703 0.257
1 1 -1.757 0.555 -0.412 -0.62 -0.748 0.544 0.306
1 1 0.001 0.308 0.885 -0.808 1.619 1.1 -0.935
0 1 -0.572 0.716 -0.131 -0.623 -0.74 -0.619 1.065
1 1 -0.212 -0.835 1.583 0.629 -1.329 0.664 -0.941
0 1 0.32 -1.947 0.617 0.49 0.748 -1.048 -0.173
0 1 1.04 -0.635 -0.605 -2.501 -0.169 -0.078 -0.072
1 1 -0.11 -0.935 1.058 0.185 0.315 0.571 0.437
1 1 0.381 -0.608 0.043 1.407 1.303 0.363 -0.004
1 1 -1.059 1.045 1.518 0.498 0.822 1.334 0.307
0 1 -1.297 0.938 -0.32 -0.101 -0.764 -1.72 -0.583
0 1 0.153 0.022 -1.658 1.899 1.902 -0.06 0.286
1 1 -0.631 0.016 -0.63 0.621 0.541 0.085 -0.014
1 1 -0.421 0.394 -0.232 0.33 0.696 0.878 -2.127
1 1 -2.059 0.226 1.424 -0.306 1.245 -0.423 -1.149
1 1 -0.067 0.488 -0.922 0.78 0.203 2.185 -2.312
0 1 -0.171 -0.452 0.17 0.253 2.021 -1.031 1.301
0 1 2.09 1.804 -0.626 0.414 2.112 0.567 -0.102
0 1 0.933 -0.453 -0.111 0.489 0.001 -2.136 -0.05
0 1 -1.217 -0.752 -0.337 -0.894 1.801 0.264 -0.598
1 1 -1.863 -0.598 0.017 -0.346 -0.45 -0.452 1.335
0 1 0.623 -0.065 -1.158 0.161 -1.131 -0.273 1.224
0 1 -0.455 -0.4 -0.916 -0.252 -0.991 0.097 0.191
0 1 2.086 -0.85 0.711 0.716 1.307 -0.175 -0.232
0 1 1.149 -1.747 -0.09 -0.279 -0.492 -1.437 -0.2
0 1 0.99 -0.508 0.246 -1.062 1.347 0.089 1.098
1 1 0.222 -1.362 0.466 1.21 -1.935 1.144 -1.051
0 1 0.362 0.779 0.84 -0.494 -0.432 -1.464 -2.425
0 1 1.473 -0.238 -1.482 0.889 1.235 0.112 0.335
0 1 1.472 -0.062 1.133 0.024 1.535 -0.926 0.976
0 1 1.029 1.185 0.581 -0.859 -1.417 -3.433 -0.976
0 1 0.994 -1.094 -0.302 -1.527 0.291 -0.261 -0.898
1 1 -2.275 0.461 0.723 -1.414 1.121 0.918 -0.022
1 1 -0.693 0.597 0.017 0.197 -0.756 -0.197 1.314
1 1 0.611 0.688 1.628 -0.699 0.079 0.484 -1.049
0 1 -0.413 -0.713 0.646 -0.428 0.489 -1.374 -1.337
0 1 -0.061 0.115 -0.398 -0.477 0.336 -0.781 -1.092
0 1 -0.347 0.578 -1.097 -1.107 1.077 -0.462 0.649
0 1 1.291 2.147 -1.413 -0.388 -0.73 -0.188 -0.364
0 1 1.873 0.796 -0.413 -1.768 0.133 -0.146 -0.308
0 1 -1.213 -0.112 0.599 -0.624 1.294 -1.927 -2.041
1 1 0.01 -0.338 0.38 -0.399 0.721 0.794 -0.873
1 1 2.472 0.125 1.4 1.584 -0.372 -0.622 1.613
1 1 -0.115 -0.785 0.018 -0.173 0.125 1.106 -1.395
0 1 0.281 0.571 1.114 -1.696 -1.087 -0.659 0.023
0 1 0.753 0.187 -0.986 -1.292 1.63 -0.598 -0.356
1 1 -0.031 -0.04 -0.101 -0.211 -1.575 0.65 -0.081
0 1 -0.179 0.988 -1.492 -0.753 0.886 2.071 -1.475
1 1 -0.375 1.725 0.467 -0.709 -1.076 -1.049 1.057
0 1 -0.795 1.867 0.762 -0.918 0.837 -0.158 1.763
0 1 0.156 0.83 -0.612 0.305 -0.524 -0.04 -1.295
1 1 2.428 -0.643 0.718 1.091 -0.109 0.41 1.191
0 1 -0.407 -0.316 -1.171 0.361 -1.587 -0.972 -0.655
0 1 -0.134 -0.744 -0.352 -1.46 0.887 0.05 -1.053
1 1 -2.41 -0.288 0.986 -0.241 -1.647 -1.388 0.53
0 1 1.292 -1.735 -0.08 -0.403 0.993 -0.379 0.813
0 1 -0.137 0.495 -0.632 -0.677 1.242 -1.193 -0.96
1 1 -0.733 -0.072 0.857 1.07 -0.005 0.137 0.483
1 1 -0.404 1.094 -0.348 -1.294 0.208 1.944 -0.121
0 1 -2.211 -0.532 -0.099 -0.893 -1.613 -0.736 -1.158
0 1 -0.84 0.653 -1.136 0.28 0.6 0.803 -0.897
0 1 0.634 -0.125 -1.137 0.149 -0.759 -0.045 0.157
0 1 1.256 0.147 -1.146 0.211 -1.713 -1.162 -0.487
1 1 -0.34 0.35 0.61 -0.153 -0.345 0.368 1.827
0 1 -1.771 1.759 -0.463 -0.152 -0.823 -0.325 -0.871
0 1 -0.992 -0.712 -1.091 0.066 -0.123 0.389 1.417
1 1 1.384 -1.689 1.09 -1.062 -1.259 0.79 -0.776
0 1 -1.354 -0.774 0.211 -0.309 0.243 -0.872 -0.95
0 1 -0.056 -1.208 1.144 -0.895 1.368 0.652 -0.776
1 1 -1.44 0.491 0.234 0.296 -0.827 0.944 1.505
1 1 0.184 0.131 0.43 -0.337 -1.616 -0.472 0.902
1 1 1.273 -0.395 0.268 0.927 0.899 1.26 -0.463
1 1 -0.221 0.718 1.327 0.632 -0.803 -0.731 0.002
1 1 1.338 -0.209 0.823 -0.259 0.174 0.333 -1.286
0 1 0.492 1.088 0.836 -0.158 -0.846 -1.538 -0.693
0 1 1.253 -0.354 -3.682 -0.254 -0.403 0.727 0.038
1 1 -0.936 -0.566 -1.419 -0.67 0.458 1.888 -0.504
0 1 0.893 0.158 -1.554 -0.36 0.027 -0.962 0.37
0 1 0.101 -0.347 -0.924 -0.461 0.28 -0.215 -1.411
1 1 1.205 -0.728 1.732 0.832 0.227 -1.226 0.245
0 1 2.234 -1.805 -1.584 -0.534 1.07 -0.085 1.74
1 1 0.21 1.696 0.312 0.217 1.549 1.185 -0.944
1 1 -1.292 -0.129 -0.221 -0.043 -0.575 -0.079 0.043
1 1 0.709 0.33 -0.981 2.292 -0.74 0.596 -1.037
0 1 -0.109 -0.162 -1.615 -1.296 1.081 1.75 -0.972
1 1 -1.218 0.678 -0.243 -0.572 -0.306 1.817 -0.04
0 1 0.418 0.814 -0.286 -1.252 0.421 0.109 1.198
0 1 -0.028 -0.075 -0.537 -1.13 -0.553 -0.475 -0.409
0 1 0.458 -1.214 -0.318 -0.084 0.372 -0.667 0.105
1 1 -0.035 0.9 0.045 0.943 0.939 -0.349 -0.315
0 1 0.565 0.486 -1.134 -1.823 -0.858 -1.475 -0.16
0 1 0.509 0.118 0.561 -0.601 0.167 -0.682 0.449
0 1 -0.691 0.028 -0.55 0.339 1.189 -1.153 1.407
1 1 0.07 2.401 0.178 1.918 1.035 0.946 0.697
0 1 -1.218 -0.551 -0.486 -0.214 1.182 0.13 -0.802
1 1 0.207 0.47 0.767 -1.155 0.077 1.362 0.579
0 1 -0.167 0.419 0.022 0.419 0.574 -0.028 -0.532
0 1 0.196 0.568 -1.413 -0.426 -3.288 -0.569 -1.576
0 1 1.383 -2.64 1.248 0.033 0.049 -1.519 0.337
1 1 0.213 0.032 0.166 1.146 -1.295 0.394 -1.097
1 1 -1.704 2.83 0.431 -0.332 -0.253 0.524 0.064
1 1 0.809 0.669 0.516 -0.205 -1.105 -0.301 -0.472
0 1 -0.757 -2.105 -0.679 -0.175 -0.47 -0.388 0.178
1 1 -0.047 1.764 0.579 -0.533 -0.671 1.057 -1.032
0 1 1.477 0.351 0.147 1.535 0.314 -1.57 2.059
1 1 0.099 0.984 0.776 1.276 1.925 -0.652 -0.541
1 1 -0.194 -0.448 2.069 -1.838 -2.053 1.123 -0.876
0 1 -1.844 0.708 -1.947 -0.596 0.348 -0.709 -1.169
1 1 0.021 -1.846 1.471 -0.966 -1.134 -0.236 -1.002
0 1 0.305 -0.474 -1.153 0.122 1.462 -1.993 -1.19
1 1 0.878 -1.527 0.032 0.171 -0.554 1.245 0.349
1 1 -1.469 0.336 -0.084 -0.133 -0.597 -0.799 1.623
0 1 0.589 -0.4 0.622 -0.732 -0.491 0.106 -0.853
1 1 -0.673 2.19 0.953 0.538 0.923 4.165 2.99
0 1 -0.745 -1.871 2.186 -1.755 1.553 -0.234 -0.756
0 1 0.672 1.408 1.302 -0.887 0.988 -1.819 0.761
1 1 -0.481 0.887 1.3 -1.002 -0.973 -0.336 -1.296
1 1 -0.18 0.593 1.777 1.919 -1.45 -0.547 -0.102
1 1 0.911 0.951 1.07 -0.409 0.615 0.306 -0.441
0 1 -0.682 -0.824 -0.586 -0.354 -0.267 0.592 -1.522
1 1 -0.301 0.213 0.359 -0.138 0.461 1.307 -0.771
1 1 0.97 0.813 -0.178 1.491 0.178 1.574 -0.115
0 1 0.711 -0.911 -1.694 -0.335 -0.248 -0.99 1.677
1 1 0.269 0.688 -0.001 -0.595 -0.118 0.747 1.01
1 1 0.913 0.245 0.62 -0.876 1.889 1.824 -0.166
0 1 0.078 -0.595 -0.925 0.177 -0.357 -1.621 0.314
1 1 -1.942 0.982 -0.25 0.558 -0.727 -0.31 -0.465
1 1 0.356 0.669 -0.368 -1.136 -0.889 0.722 0.358
1 1 1 -0.104 2.053 3.003 -0.734 -1.752 -0.781
0 1 0.965 -0.117 -0.632 0.159 -0.339 -0.202 -2.28
0 1 0.633 -0.203 -0.256 0.629 -0.575 -1.414 0.377
1 1 -0.226 1.463 0.251 -1.535 -0.95 0.275 1.817
1 1 0.862 0.5 -0.796 0.235 0.23 1.407 -0.302
0 1 1.622 -0.466 0.325 1.614 1.656 -0.906 -0.213
1 1 0.83 1.347 0.418 0.051 0.285 -0.542 2.095
1 1 0.063 -0.217 0.353 -0.712 0.219 -0.413 0.127
1 1 -0.637 0.221 0.745 -0.475 0.529 -0.417 0.379
1 1 -1.642 -0.732 0.01 1.367 -1.201 0.776 1.382
1 1 -0.16 -0.634 -0.24 0.928 -0.746 0.37 -0.761
1 1 -0.76 0.446 -0.386 -0.534 1.474 0.682 0.642
1 1 -0.706 -0.547 -0.04 -1.962 0.296 0.835 0.98
1 1 -0.583 0.181 0.509 0.76 -0.278 1.788 -1.329
1 1 0.437 -0.013 -0.789 1.283 -0.07 1.087 -0.785
0 1 1.272 0.795 1.023 -0.657 -0.002 -1.562 -1.426
0 1 -0.65 1.05 -0.145 -1.127 0.651 0.385 2.65
1 1 0.221 -0.016 -0.432 1.39 -0.706 0.792 -0.938
0 1 0.403 -0.643 -0.121 -1.293 1.655 0.637 0.238
1 1 -0.406 0.943 0.056 0.719 -0.243 -0.563 -1.122
1 1 -1.241 1.693 0.844 -0.146 -0.491 0.518 0.465
0 1 1.385 0.74 0.698 -0.856 1.045 -0.588 -0.21
1 1 -0.211 0.925 0.759 -0.83 -1.629 -1.658 1.62
1 1 -0.799 1.648 0.801 -0.817 -0.532 0.26 -0.812
1 1 -1.023 0.869 -0.542 0.83 -0.232 1.666 -0.153
0 1 -0.741 -1.026 -1.344 -1.686 -1.65 -2.482 -0.317
0 1 1.501 0.863 -0.803 -0.273 -1.064 -0.722 -0.683
0 1 0.426 0.694 -0.575 0.163 -1.701 -1.685 1.591
1 1 -2.239 0.893 -0.877 0.372 -2.346 0.375 -0.818
1 1 -0.324 -0.152 -0.108 0.397 -0.545 0.596 1.077
0 1 0.917 -0.047 -0.007 -1.367 -0.24 0.57 -0.456
0 1 0.336 0.441 1.535 -2.077 -0.142 -1.613 -0.85
0 1 -0.045 0.416 -1.755 -0.95 2.234 -0.142 -0.175
1 1 -0.144 0.96 -0.613 -0.8 0.121 1.734 -0.66
1 1 -0.08 -0.755 1.92 0.717 0.871 0.512 -1.043
1 1 -0.699 -0.649 1.179 0.032 -0.388 -0.042 -1.152
0 1 -0.813 0.147 -1.141 -0.384 1.108 -1.147 0.109
1 1 1.704 -0.049 0.806 0.679 -0.579 0.869 1.108
1 1 0.188 -0.316 -0.291 0.503 0.149 0.94 0.73
0 1 -0.154 0.801 0.035 -0.901 -0.409 -0.675 -1.204
0 1 0.229 -1.149 -0.368 -0.045 0.922 -1.269 -0.205
0 1 0.211 -0.104 -0.697 0.034 0.196 0.164 0.312
0 1 2.42 0.607 -0.202 -0.776 0.517 1.081 0.619
0 1 -0.027 -0.673 0.022 -0.593 1.204 -0.637 0.353
0 1 -1.084 -0.721 -1.447 0.741 -1.429 -1.468 -1.258
0 1 -0.236 -1.445 -0.436 -0.84 -0.125 -0.608 1.087
1 1 0.268 0.501 -1.686 0.228 -1.879 1.136 -0.447
0 1 0.763 0.431 0.504 0.565 1.761 -0.694 -0.445
1 1 -1.857 -2.181 -1.302 0.058 -1.558 -0.438 2.037
1 1 -1.549 -0.585 0.021 -0.137 -1.036 0.826 -0.68
0 1 0.3 -0.41 -0.197 0.299 -1.078 -1.318 -0.585
0 1 -0.456 0.072 0.692 -1.156 -0.216 -0.384 0.427
1 1 -0.846 -0.152 0.894 -0.328 -0.724 -0.429 2.503
1 1 0.575 0.683 -0.227 0.012 -1.161 -0.016 0.287
0 1 0.642 -0.936 -1.171 -0.105 0.862 -0.211 -0.62
0 1 1.176 -1.353 -1.775 0.176 -1.155 -0.17 -0.067
1 1 -1.478 -0.078 -0.286 0.374 0.877 0.621 0.145
0 1 -0.278 -0.935 -1.114 0.318 1.572 0.914 0.107
1 1 0.926 -1.398 -0.173 1.714 -0.575 0.547 0.404
1 1 0.122 -2.19 0.631 -0.113 -1.319 -0.382 -0.428
0 1 0.411 0.713 0.272 0.503 0.374 -0.265 -0.597
0 1 0.935 1.121 -1.725 -0.712 -0.689 -1.03 0.682
1 1 -0.772 0.507 0.741 -0.511 -0.189 0.815 -1.099
0 1 1.023 -0.026 -1.205 -0.209 1.241 0.186 -0.109
1 1 -0.939 0.872 -0.577 0.316 -0.113 0.5 0.513
0 1 1.494 2.488 0.42 -1.663 0.352 -0.351 0.757
1 1 0.517 0.242 0.291 0.297 -0.481 -0.064 -0.087
0 1 0.103 0.178 0.322 -1.608 0.799 1.064 -1.511
0 1 1.633 -0.537 -0.544 0.102 -1.465 -1.786 -0.409
